	id.base	id.uniprot	id.ensembl	id.entrez	id.HGNC	id.longname	group	family	subfamily	branch.val	branch.group	branch.col	node.x	node.y	node.group.col	node.val.col	node.val.radius	node.radius	node.col	node.strokewidth	node.strokecol	text.x	text.y	text.col	text.font	text.size	text.label	node.opacity	node.selected	branch.coords
86	ChaK1	Q96QT4	ENSG00000092439	54822	TRPM7	Transient receptor potential cation channel subfamily M member 7	Atypical	Alpha	ChaK	0	none	#D3D3D3	793.956	135.609	none	0	0	5	#D3D3D3	1	black	791.199	136.5558	black	'Roboto-Bold'	3.25	Chak1	1	-1	M 763.009,135.064 C 761.631,135.064 760.509,136.185 760.509,137.564 V 137.798 H 734.789 C 733.135,137.798 731.789,139.144 731.789,140.798 V 144.985 H 732.789 V 140.798 C 732.789,139.695 733.686,138.798 734.789,138.798 H 761.509 V 137.564 C 761.509,136.737 762.182,136.064 763.009,136.064 H 789.569 V 135.064 Z
87	ChaK2	Q9BX84	ENSG00000119121	140803	TRPM6	Transient receptor potential cation channel subfamily M member 6	Atypical	Alpha	ChaK	0	none	#D3D3D3	794.581	140.382	none	0	0	5	#D3D3D3	1	black	791.8403	141.4966	black	'Roboto-Bold'	3.25	Chak2	1	-1	M 763.01,139.833 C 762.183,139.833 761.51,139.16 761.51,138.298 V 137.798 H 734.79 C 733.136,137.798 731.79,139.144 731.79,140.798 V 144.985 H 732.79 V 140.798 C 732.79,139.695 733.687,138.798 734.79,138.798 H 760.553 C 760.772,139.955 761.79,140.833 763.01,140.833 H 790.18 V 139.833 Z
88	CHED	Q14004	ENSG00000065883	8621	CDK13	Cyclin-dependent kinase 13	CMGC	CDK	CRK7	0	none	#D3D3D3	288.332	405.489	none	0	0	5	#D3D3D3	1	black	285.9823	406.4641	black	'Roboto-Bold'	3.25	CHED	1	-1	M 447.19,307.82 C 437.47,309.76 427.53,311.11 417.61,312.11 C 412.64,312.61 407.66,312.98 402.68,313.26 C 402.68,313.26 363.63,315.32 363.17,315.38 C 362.37,315.51 361.68,315.8 361.07,316.1 C 360.46,316.41 359.9,316.74 359.36,317.06 C 358.82,317.39 358.35,317.63 357.76,317.93 C 353.28,320.24 348.94,322.71 344.42,324.72 C 342.16,325.74 339.86,326.57 337.48,327.38 C 336.3,327.79 335.1,328.21 333.91,328.66 L 333,329.02 C 332.64,329.17 332.27,329.39 331.95,329.67 C 331.3,330.26 330.99,330.87 330.65,331.35 C 327.12,336.57 323.21,341.53 319.01,346.24 L 318.99,346.26 C 318.94,346.31 318.9,346.36 318.85,346.42 C 318.51,346.81 318.16,347.3 317.97,347.89 L 317.58,349.58 C 317.47,349.97 317.35,350.35 317.23,350.74 C 316.02,354.35 314.01,357.67 311.62,360.68 C 306.31,367.39 299.16,372.42 292.85,378.38 C 290.55,380.55 288.36,382.87 286.43,385.4 C 286.37,385.48 286.31,385.56 286.25,385.64 C 285.68,386.47 285.13,387.37 284.87,388.41 C 284.75,388.87 284.68,389.34 284.65,389.8 C 284.51,391.6 284.91,393.38 285.34,395.04 C 285.89,397.13 286.51,399.19 286.36,401.25 L 287.21,401.32 C 287.4,399.04 286.75,396.88 286.23,394.81 C 285.71,392.76 285.31,390.62 285.83,388.66 C 286.05,387.82 286.51,387.05 287.03,386.3 C 288.98,383.73 291.24,381.39 293.62,379.19 C 299.91,373.36 307.15,368.39 312.7,361.54 C 315.45,358.15 317.8,354.28 319.04,350.01 L 319.47,348.48 C 319.5,348.39 319.54,348.31 319.58,348.22 C 324.15,343.25 328.41,338 332.25,332.43 C 332.63,331.89 332.93,331.38 333.23,331.13 C 333.38,331 333.55,330.9 333.77,330.81 L 334.61,330.49 C 335.77,330.06 336.95,329.66 338.13,329.26 C 340.5,328.47 342.92,327.62 345.25,326.6 C 349.91,324.58 354.32,322.12 358.76,319.88 C 359.29,319.62 359.94,319.29 360.47,318.97 C 361.02,318.65 361.54,318.35 362.05,318.1 C 362.56,317.85 363.05,317.67 363.49,317.6 C 363.65,317.58 364.03,317.57 364.33,317.55 L 402.81,315.85 C 407.83,315.61 412.86,315.28 417.86,314.82 C 427.89,313.89 437.85,312.64 447.8,310.74 Z
89	CHK1	O14757	ENSG00000149554	1111	CHEK1	Serine/threonine-protein kinase Chk1	CAMK	CAMKL	CHK1	0	none	#D3D3D3	448.6	408.594	none	0	0	5	#D3D3D3	1	black	444.2	409.744	black	'Roboto-Bold'	3.25	CHK1	1	-1	M 470.43,396.24 L 468.03,389.97 C 467.09,387.39 466.18,384.8 465.3,382.2 C 464.75,380.6 460.64,367.61 460.52,367.2 C 460.54,367.26 460.55,367.32 460.57,367.37 C 459.9,365.09 458.52,360.15 458.47,359.98 C 458.23,359.09 456.98,354.35 456.61,352.87 C 456.03,350.56 455.48,348.24 454.95,345.92 C 454.86,345.53 453.09,337.08 452.97,336.45 C 452.44,333.57 451.33,327.16 451.29,326.96 C 451.24,326.62 450.4,320.8 450.07,318.47 C 449.82,316.52 449.58,314.58 449.37,312.62 C 449.25,311.46 449.12,310.31 449.01,309.15 L 446.01,309.44 L 446.98,317.67 C 446.99,317.72 448.85,329.66 448.93,330.09 C 449.02,330.61 450.98,340.56 451.02,340.72 C 451.24,341.73 453.95,353.14 454.17,354.01 C 454.34,354.65 457.43,365.74 457.63,366.39 C 458.06,367.82 461.04,377.34 461.04,377.34 C 461.67,379.23 462.31,381.12 462.96,383 C 464.59,387.71 466.33,392.37 468.13,397.01 C 467.81,397.14 467.44,397.27 467.12,397.43 C 466.02,397.95 465.03,398.66 464.15,399.46 C 462.36,401.04 461.11,403.07 459.68,404.77 C 458.96,405.62 458.16,406.37 457.21,406.89 C 456.28,407.41 455.21,407.7 454.19,407.55 L 454.06,408.39 C 455.32,408.59 456.59,408.27 457.65,407.69 C 458.73,407.12 459.64,406.29 460.42,405.41 C 461.97,403.63 463.19,401.73 464.89,400.29 C 465.72,399.56 466.63,398.94 467.61,398.5 C 467.84,398.39 468.19,398.27 468.56,398.15 C 469.01,398 469.49,397.85 469.85,397.69 C 470.01,397.61 470.3,397.45 470.45,397.06 C 470.59,396.67 470.48,396.42 470.43,396.24 Z
90	CHK2	O96017	ENSG00000183765	11200	CHEK2	Serine/threonine-protein kinase Chk2	CAMK	RAD53		0	none	#D3D3D3	525.248	474.614	none	0	0	5	#D3D3D3	1	black	521.7233	475.7643	black	'Roboto-Bold'	3.25	CHK2	1	-1	M 520.51,475.1 C 519.71,475.4 518.79,475.33 517.94,475.01 C 517.08,474.7 516.32,474.16 515.6,473.54 C 514.15,472.32 512.79,470.7 510.64,470.08 C 510.4,470.03 510.18,470.01 509.97,470.01 C 509.52,470 509.1,469.76 508.85,469.39 C 504.53,463.1 500.23,456.81 496,450.48 C 488.87,440.2 483.53,428.87 478.74,417.3 C 473.97,405.7 469.3,394.06 465.3,382.2 C 457.74,360.05 452.11,337.19 449.49,313.97 C 449.31,312.36 449.16,310.76 449.01,309.15 L 446.01,309.44 C 448.56,334.58 454.68,359.23 462.97,383 C 467.09,394.91 471.86,406.56 476.72,418.15 C 481.61,429.72 487.12,441.22 494.41,451.56 C 498.56,457.68 502.78,463.76 507.01,469.82 C 507.02,469.83 507.02,469.83 507.02,469.84 C 507.03,469.86 507.05,469.87 507.06,469.89 C 507.21,470.09 507.37,470.3 507.62,470.49 C 507.93,470.75 508.23,470.87 508.59,470.95 C 508.76,470.99 508.91,471.01 509.05,471.01 C 509.39,471.02 509.7,471 509.98,471 C 510.15,471 510.31,471.01 510.43,471.03 C 512.14,471.48 513.51,472.96 515.02,474.23 C 515.78,474.87 516.66,475.48 517.65,475.83 C 518.63,476.19 519.78,476.29 520.83,475.88 Z
91	CK1a	P48729	ENSG00000113712	1452	CSNK1A1	Casein kinase I isoform alpha	CK1	CK1		0	none	#D3D3D3	605.276	312.514	none	0	0	5	#D3D3D3	1	black	602.1207	313.8295	black	'Roboto-Bold'	3.25	CK1α	1	-1	M 600.2,312.52 C 599.05,313.64 597.37,314.07 595.7,314.34 C 594.87,314.48 593.97,314.56 593.09,314.83 C 592.22,315.08 591.39,315.43 590.6,315.84 C 589.8,316.24 589.05,316.77 588.35,317.16 C 587.63,317.57 586.9,317.82 586.11,317.86 C 585.75,317.88 585.36,317.88 584.98,317.87 C 584.69,317.86 581.8,317.73 580.9,317.69 C 577.43,317.55 573.98,317.46 570.57,317.1 C 567.16,316.71 563.73,316.17 560.33,315.58 C 553.53,314.39 546.78,312.87 540.13,311.04 C 533.49,309.21 526.99,306.82 520.38,304.68 C 517.08,303.6 513.71,302.61 510.35,301.74 C 506.99,300.85 503.63,299.99 500.24,299.2 C 493.47,297.6 486.62,296.27 479.68,295.42 C 476.21,294.98 472.72,294.73 469.22,294.57 C 465.71,294.45 462.2,294.5 458.69,294.72 C 456.92,294.9 455.22,294.98 453.39,295.27 C 452.9,295.35 452.39,295.46 451.87,295.6 C 451.42,295.72 450.97,295.88 450.51,296.1 C 449.54,296.54 448.48,297.39 447.94,298.47 C 447.89,298.57 447.84,298.68 447.79,298.79 L 447.55,299.52 C 447.49,299.71 447.43,299.9 447.38,300.09 C 446.49,303.01 445.84,306.24 446.02,309.45 L 449.02,309.16 C 448.84,306.22 449.43,303.35 450.35,300.39 L 450.55,299.77 C 450.79,299.29 451.16,298.93 451.75,298.64 C 452.32,298.35 453.07,298.16 453.85,298.02 C 455.45,297.75 457.21,297.63 458.89,297.44 C 462.29,297.19 465.71,297.08 469.13,297.16 C 472.55,297.27 475.98,297.47 479.39,297.86 C 486.22,298.61 493.01,299.84 499.75,301.34 C 503.12,302.08 506.48,302.89 509.83,303.73 C 513.19,304.55 516.49,305.48 519.79,306.51 C 526.39,308.55 532.94,310.87 539.69,312.64 C 546.42,314.4 553.23,315.84 560.09,316.95 C 563.53,317.5 566.95,317.99 570.43,318.35 C 573.91,318.67 577.39,318.72 580.85,318.81 L 584.92,318.94 C 585.33,318.95 585.75,318.95 586.19,318.92 C 587.13,318.86 588.08,318.52 588.85,318.06 C 588.89,318.04 588.92,318.02 588.95,318 C 589.7,317.55 590.34,317.09 591.06,316.72 C 591.8,316.33 592.57,315.99 593.36,315.75 C 594.15,315.5 594.97,315.41 595.85,315.26 C 597.55,314.96 599.43,314.49 600.8,313.14 Z
92	CK1a2	Q8N752	ENSG00000180138	122011	CSNK1A1L	Casein kinase I isoform alpha-like	CK1	CK1		0	none	#D3D3D3	606.36	317.803	none	0	0	5	#D3D3D3	1	black	603.1541	318.9671	black	'Roboto-Bold'	3.25	CK1α2	1	-1	M 601.57,317.37 C 598.14,317.73 594.69,317.95 591.24,317.98 C 587.78,318.05 584.36,317.83 580.88,317.68 C 577.41,317.54 573.96,317.45 570.55,317.09 C 567.14,316.7 563.71,316.16 560.31,315.57 C 553.51,314.38 546.76,312.86 540.11,311.03 C 533.47,309.2 526.97,306.81 520.36,304.67 C 517.06,303.59 513.69,302.6 510.33,301.73 C 506.97,300.84 503.61,299.98 500.22,299.19 C 493.45,297.59 486.6,296.26 479.66,295.41 C 476.19,294.97 472.7,294.72 469.2,294.56 C 465.69,294.44 462.18,294.49 458.67,294.71 C 456.9,294.89 455.2,294.97 453.37,295.26 C 452.88,295.34 452.37,295.45 451.85,295.59 C 451.4,295.71 450.95,295.87 450.49,296.09 C 449.52,296.53 448.46,297.38 447.92,298.46 C 447.87,298.56 447.82,298.67 447.77,298.78 L 447.53,299.51 C 447.47,299.7 447.41,299.89 447.36,300.08 C 446.47,303 445.82,306.23 446,309.44 L 449,309.15 C 448.82,306.21 449.41,303.34 450.33,300.38 L 450.53,299.76 C 450.77,299.28 451.14,298.92 451.73,298.63 C 452.3,298.34 453.05,298.15 453.83,298.01 C 455.43,297.74 457.19,297.62 458.87,297.43 C 462.27,297.18 465.69,297.07 469.11,297.15 C 472.53,297.26 475.96,297.46 479.37,297.85 C 486.2,298.6 492.99,299.83 499.73,301.33 C 503.1,302.07 506.46,302.88 509.81,303.72 C 513.17,304.54 516.47,305.47 519.77,306.5 C 526.37,308.54 532.92,310.86 539.67,312.63 C 546.4,314.39 553.21,315.83 560.07,316.94 C 563.51,317.49 566.93,317.98 570.41,318.34 C 573.89,318.66 577.37,318.71 580.83,318.8 L 586.03,318.97 C 587.77,319.01 589.51,319.01 591.25,318.96 C 594.73,318.88 598.2,318.62 601.66,318.21 Z
93	CK1d	P48730	ENSG00000141551	1453	CSNK1D	Casein kinase I isoform delta	CK1	CK1		0	none	#D3D3D3	601.316	301.881	none	0	0	5	#D3D3D3	1	black	597.9842	303.0031	black	'Roboto-Bold'	3.25	CK1δ	1	-1	M 587.57,310.95 C 588,310.46 588.47,310.02 589.02,309.61 C 589.69,309.13 590.42,308.6 591.11,308.21 C 591.83,307.81 592.62,307.46 593.4,307.08 C 594.18,306.7 594.97,306.3 595.72,305.77 C 596.45,305.25 597.15,304.54 597.51,303.62 L 596.71,303.31 C 596.12,304.72 594.52,305.53 593.01,306.24 C 592.24,306.6 591.44,306.94 590.65,307.37 C 589.84,307.82 589.16,308.3 588.43,308.81 C 587.72,309.32 587,309.94 586.45,310.66 C 586.18,311 585.93,311.3 585.66,311.52 C 585.53,311.62 585.39,311.7 585.24,311.77 C 583.57,312.36 581.91,312.94 580.24,313.47 C 576.97,314.5 573.63,315.3 570.24,315.67 C 566.92,316.04 563.56,316.08 560.27,315.56 C 553.48,314.37 546.75,312.86 540.11,311.03 C 533.47,309.2 526.97,306.81 520.36,304.67 C 517.06,303.59 513.69,302.6 510.33,301.73 C 506.97,300.84 503.61,299.98 500.22,299.19 C 493.45,297.59 486.6,296.26 479.66,295.41 C 476.19,294.97 472.7,294.72 469.2,294.56 C 465.69,294.44 462.18,294.49 458.67,294.71 C 456.9,294.89 455.2,294.97 453.37,295.26 C 452.88,295.34 452.37,295.45 451.85,295.59 C 451.4,295.71 450.95,295.87 450.49,296.09 C 449.52,296.53 448.46,297.38 447.92,298.46 C 447.87,298.56 447.82,298.67 447.77,298.78 L 447.53,299.51 C 447.47,299.7 447.41,299.89 447.36,300.08 C 446.47,303 445.82,306.23 446,309.44 L 449,309.15 C 448.82,306.21 449.41,303.34 450.33,300.38 L 450.53,299.76 C 450.77,299.28 451.14,298.92 451.73,298.63 C 452.3,298.34 453.05,298.15 453.83,298.01 C 455.43,297.74 457.19,297.62 458.87,297.43 C 462.27,297.18 465.69,297.07 469.11,297.15 C 472.53,297.26 475.96,297.46 479.37,297.85 C 486.2,298.6 492.99,299.83 499.73,301.33 C 503.1,302.07 506.46,302.88 509.81,303.72 C 513.17,304.54 516.47,305.47 519.77,306.5 C 526.37,308.54 532.92,310.86 539.67,312.63 C 546.33,314.37 553.07,315.8 559.86,316.9 C 559.93,316.91 560,316.93 560.08,316.94 C 560.17,316.96 560.27,316.97 560.36,316.98 C 563.49,317.4 566.67,317.34 569.8,316.99 C 569.99,316.97 570.19,316.95 570.38,316.93 C 573.7,316.53 576.95,315.72 580.1,314.7 C 580.14,314.69 580.46,314.59 580.58,314.55 C 580.69,314.51 580.79,314.47 580.9,314.44 C 582.42,313.93 583.93,313.39 585.43,312.83 C 586.99,312.25 586.83,311.68 587.57,310.95 Z
94	CK1e	P49674	ENSG00000213923	1454	CSNK1E	Casein kinase I isoform epsilon	CK1	CK1		0	none	#D3D3D3	604.828	307.585	none	0	0	5	#D3D3D3	1	black	601.6283	308.757	black	'Roboto-Bold'	3.25	CK1ε	1	-1	M 600.16,307.55 C 593.19,308.49 586.77,311.42 580.24,313.47 C 576.97,314.5 573.63,315.3 570.24,315.67 C 566.92,316.04 563.56,316.08 560.27,315.56 C 553.48,314.37 546.75,312.86 540.11,311.03 C 533.47,309.2 526.97,306.81 520.36,304.67 C 517.06,303.59 513.69,302.6 510.33,301.73 C 506.97,300.84 503.61,299.98 500.22,299.19 C 493.45,297.59 486.6,296.26 479.66,295.41 C 476.19,294.97 472.7,294.72 469.2,294.56 C 465.69,294.44 462.18,294.49 458.67,294.71 C 456.9,294.89 455.2,294.97 453.37,295.26 C 452.88,295.34 452.37,295.45 451.85,295.59 C 451.4,295.71 450.95,295.87 450.49,296.09 C 449.52,296.53 448.46,297.38 447.92,298.46 C 447.87,298.56 447.82,298.67 447.77,298.78 L 447.53,299.51 C 447.47,299.7 447.41,299.89 447.36,300.08 C 446.47,303 445.82,306.23 446,309.44 L 449,309.15 C 448.82,306.21 449.41,303.34 450.33,300.38 L 450.53,299.76 C 450.77,299.28 451.14,298.92 451.73,298.63 C 452.3,298.34 453.05,298.15 453.83,298.01 C 455.43,297.74 457.19,297.62 458.87,297.43 C 462.27,297.18 465.69,297.07 469.11,297.15 C 472.53,297.26 475.96,297.46 479.37,297.85 C 486.2,298.6 492.99,299.83 499.73,301.33 C 503.1,302.07 506.46,302.88 509.81,303.72 C 513.17,304.54 516.47,305.47 519.77,306.5 C 526.37,308.54 532.92,310.86 539.67,312.63 C 546.33,314.37 553.07,315.8 559.86,316.9 C 559.93,316.91 560,316.93 560.08,316.94 C 560.17,316.96 560.27,316.97 560.36,316.98 C 563.49,317.4 566.67,317.34 569.8,316.99 C 569.99,316.97 570.19,316.95 570.38,316.93 C 573.87,316.51 577.27,315.64 580.58,314.56 C 587.18,312.39 593.48,309.41 600.28,308.41 Z
95	CK1g1	Q9HCP0	ENSG00000169118	53944	CSNK1G1	Casein kinase I isoform gamma-1	CK1	CK1		0	none	#D3D3D3	589.629	330.38	none	0	0	5	#D3D3D3	1	black	586.2815	331.4925	black	'Roboto-Bold'	3.25	CK1γ1	1	-1	M 567.48,322.75 C 564.74,321.14 562.14,319.35 559.37,317.69 C 558.64,317.26 557.89,316.84 557.13,316.42 C 555.06,315.31 552.88,314.31 550.65,313.64 C 550.57,313.62 550.48,313.6 550.39,313.59 C 546.94,312.82 543.51,311.97 540.1,311.03 C 533.46,309.2 526.96,306.81 520.35,304.67 C 517.05,303.59 513.68,302.6 510.32,301.73 C 506.96,300.84 503.6,299.98 500.21,299.19 C 493.44,297.59 486.59,296.26 479.65,295.41 C 476.18,294.97 472.69,294.72 469.19,294.56 C 465.68,294.44 462.17,294.49 458.66,294.71 C 456.89,294.89 455.19,294.97 453.36,295.26 C 452.87,295.34 452.36,295.45 451.84,295.59 C 451.39,295.71 450.94,295.87 450.48,296.09 C 449.51,296.53 448.45,297.38 447.91,298.46 C 447.86,298.56 447.81,298.67 447.76,298.78 L 447.52,299.51 C 447.46,299.7 447.4,299.89 447.35,300.08 C 446.46,303 445.81,306.23 445.99,309.44 L 448.99,309.15 C 448.81,306.21 449.4,303.34 450.32,300.38 L 450.52,299.76 C 450.76,299.28 451.13,298.92 451.72,298.63 C 452.29,298.34 453.04,298.15 453.82,298.01 C 455.42,297.74 457.18,297.62 458.86,297.43 C 462.26,297.18 465.68,297.07 469.1,297.15 C 472.52,297.26 475.95,297.46 479.36,297.85 C 486.19,298.6 492.98,299.83 499.72,301.33 C 503.09,302.07 506.45,302.88 509.8,303.72 C 513.16,304.54 516.46,305.47 519.76,306.5 C 526.36,308.54 532.91,310.86 539.66,312.63 C 543.16,313.55 546.69,314.37 550.23,315.11 C 553.19,315.93 556.02,317.24 558.72,318.78 C 561.44,320.36 564.12,322.14 566.9,323.72 C 572.43,326.98 578.53,329.33 584.85,330.48 L 585.01,329.64 C 578.81,328.41 572.88,326.04 567.48,322.75 Z
96	CK1g2	P78368	ENSG00000133275	1455	CSNK1G2	Casein kinase I isoform gamma-2	CK1	CK1		0	none	#D3D3D3	581.781	323.27	none	0	0	5	#D3D3D3	1	black	578.4667	324.2735	black	'Roboto-Bold'	3.25	CK1γ2	1	-1	M 577.08,322.63 C 575.65,322.75 574.19,322.6 572.82,322.18 C 572.14,321.97 571.48,321.69 570.87,321.34 C 570.29,320.98 569.62,320.51 568.96,320.15 C 567.63,319.4 566.17,318.78 564.59,318.58 C 563.05,318.4 561.57,318.43 560.22,318.07 C 560.07,318.03 559.92,317.98 559.77,317.93 C 559.63,317.85 559.5,317.76 559.36,317.68 C 558.63,317.25 557.88,316.83 557.12,316.41 C 555.05,315.3 552.87,314.3 550.64,313.63 C 550.56,313.61 550.47,313.59 550.38,313.58 C 546.93,312.81 543.5,311.96 540.09,311.02 C 533.45,309.19 526.95,306.8 520.34,304.66 C 517.04,303.58 513.67,302.59 510.31,301.72 C 506.95,300.83 503.59,299.97 500.2,299.18 C 493.43,297.58 486.58,296.25 479.64,295.4 C 476.17,294.96 472.68,294.71 469.18,294.55 C 465.67,294.43 462.16,294.48 458.65,294.7 C 456.88,294.88 455.18,294.96 453.35,295.25 C 452.86,295.33 452.35,295.44 451.83,295.58 C 451.38,295.7 450.93,295.86 450.47,296.08 C 449.5,296.52 448.44,297.37 447.9,298.45 C 447.85,298.55 447.8,298.66 447.75,298.77 L 447.51,299.5 C 447.45,299.69 447.39,299.88 447.34,300.07 C 446.45,302.99 445.8,306.22 445.98,309.43 L 448.98,309.14 C 448.8,306.2 449.39,303.33 450.31,300.37 L 450.51,299.75 C 450.75,299.27 451.12,298.91 451.71,298.62 C 452.28,298.33 453.03,298.14 453.81,298 C 455.41,297.73 457.17,297.61 458.85,297.42 C 462.25,297.17 465.67,297.06 469.09,297.14 C 472.51,297.25 475.94,297.45 479.35,297.84 C 486.18,298.59 492.97,299.82 499.71,301.32 C 503.08,302.06 506.44,302.87 509.79,303.71 C 513.15,304.53 516.45,305.46 519.75,306.49 C 526.35,308.53 532.9,310.85 539.65,312.62 C 543.15,313.54 546.68,314.36 550.22,315.1 C 552.75,315.8 555.17,316.87 557.51,318.12 C 557.62,318.18 557.73,318.24 557.84,318.3 C 558.48,318.64 559.16,318.96 559.92,319.16 C 560.69,319.35 561.46,319.43 562.21,319.48 C 562.97,319.53 563.72,319.55 564.44,319.63 C 565.83,319.79 567.19,320.33 568.46,321.02 C 569.12,321.37 569.68,321.75 570.37,322.17 C 571.06,322.56 571.79,322.85 572.54,323.07 C 574.03,323.49 575.59,323.64 577.14,323.49 Z
97	CK1g3	Q9Y6M4	ENSG00000151292	1456	CSNK1G3	Casein kinase I isoform gamma-3	CK1	CK1		0	none	#D3D3D3	587.72	335.792	none	0	0	5	#D3D3D3	1	black	584.3988	337.0457	black	'Roboto-Bold'	3.25	CK1γ3	1	-1	M 579.65,331.12 C 578.4,330.26 577.34,329.19 576.21,328.1 C 576.17,328.07 576.14,328.03 576.1,328 C 575.51,327.45 574.89,326.9 574.2,326.42 C 573.52,325.93 572.72,325.56 572.03,325.23 C 571.98,325.21 571.93,325.18 571.88,325.15 C 570.54,324.49 569.23,323.77 567.94,323.01 C 567.79,322.92 567.62,322.83 567.47,322.74 C 564.73,321.13 562.13,319.34 559.36,317.68 C 558.63,317.25 557.88,316.83 557.12,316.41 C 555.05,315.3 552.87,314.3 550.64,313.63 C 550.56,313.61 550.47,313.59 550.38,313.58 C 546.93,312.81 543.5,311.96 540.09,311.02 C 533.45,309.19 526.95,306.8 520.34,304.66 C 517.04,303.58 513.67,302.59 510.31,301.72 C 506.95,300.83 503.59,299.97 500.2,299.18 C 493.43,297.58 486.58,296.25 479.64,295.4 C 476.17,294.96 472.68,294.71 469.18,294.55 C 465.67,294.43 462.16,294.48 458.65,294.7 C 456.88,294.88 455.18,294.96 453.35,295.25 C 452.86,295.33 452.35,295.44 451.83,295.58 C 451.38,295.7 450.93,295.86 450.47,296.08 C 449.5,296.52 448.44,297.37 447.9,298.45 C 447.85,298.55 447.8,298.66 447.75,298.77 L 447.51,299.5 C 447.45,299.69 447.39,299.88 447.34,300.07 C 446.45,302.99 445.8,306.22 445.98,309.43 L 448.98,309.14 C 448.8,306.2 449.39,303.33 450.31,300.37 L 450.51,299.75 C 450.75,299.27 451.12,298.91 451.71,298.62 C 452.28,298.33 453.03,298.14 453.81,298 C 455.41,297.73 457.17,297.61 458.85,297.42 C 462.25,297.17 465.67,297.06 469.09,297.14 C 472.51,297.25 475.94,297.45 479.35,297.84 C 486.18,298.59 492.97,299.82 499.71,301.32 C 503.08,302.06 506.44,302.87 509.79,303.71 C 513.15,304.53 516.45,305.46 519.75,306.49 C 526.35,308.53 532.9,310.85 539.65,312.62 C 543.15,313.54 546.68,314.36 550.22,315.1 C 553.18,315.92 556.01,317.23 558.71,318.77 C 561.43,320.35 564.11,322.13 566.89,323.71 C 567.02,323.79 567.15,323.85 567.28,323.93 C 567.45,324.03 568.83,324.8 569.35,325.07 C 569.48,325.14 571.46,326.14 571.55,326.18 C 572.31,326.53 572.97,326.82 573.6,327.26 C 574.23,327.68 574.82,328.19 575.41,328.72 C 576.56,329.78 577.74,330.95 579.1,331.87 C 580.45,332.8 581.92,333.55 583.46,334.1 L 583.75,333.3 C 582.31,332.76 580.92,332.02 579.65,331.12 Z
98	CK2a1	P68400	ENSG00000101266	1457	CSNK2A1	Casein kinase II subunit alpha	CMGC	CK2		0	none	#D3D3D3	362.54	298.553	none	0	0	5	#D3D3D3	1	black	355.1152	299.7283	black	'Roboto-Bold'	3.25	CK2α1	1	-1	M 446.01,309.44 C 445.98,308.96 445.98,308.47 445.99,307.99 C 435.61,310.13 417.67,312.52 401.12,313.41 C 400.96,313.39 400.79,313.37 400.63,313.34 C 398.99,313.05 397.39,312.5 395.84,311.79 C 392.73,310.37 389.85,308.37 386.82,306.54 C 380.8,302.89 374.27,299.72 367.2,298.68 L 367.07,299.52 C 373.94,300.72 380.24,303.97 386.09,307.72 C 388.98,309.57 392.52,312.08 395.74,313.67 C 395.78,313.69 395.82,313.71 395.86,313.73 C 397.48,314.52 399.21,315.17 401.02,315.54 C 401.47,315.63 401.93,315.69 402.39,315.76 L 402.75,315.79 C 403.08,315.77 403.41,315.76 403.74,315.74 C 410.61,315.41 417.48,314.9 424.32,314.15 C 431.6,313.36 438.94,312.41 446.18,311.07 C 446.09,310.17 446.01,309.46 446.01,309.44 Z
99	CK2a2	P19784	ENSG00000070770	1459	CSNK2A2	Casein kinase II subunit alpha	CMGC	CK2		0	none	#D3D3D3	360.752	303.349	none	0	0	5	#D3D3D3	1	black	353.0019	304.3488	black	'Roboto-Bold'	3.25	CK2α2	1	-1	M 446.01,309.44 C 445.98,308.96 445.98,308.47 445.99,307.99 C 435.61,310.13 417.67,312.52 401.12,313.41 C 400.96,313.39 400.79,313.37 400.63,313.34 C 398.99,313.05 397.39,312.5 395.84,311.79 C 392.73,310.37 389.85,308.37 386.82,306.54 C 386.35,306.25 385.87,305.98 385.39,305.7 C 383.85,304.8 382.27,303.94 380.66,303.15 C 380,302.89 379.28,302.68 378.57,302.6 C 377.91,302.51 377.26,302.5 376.61,302.53 C 376.33,302.54 376.05,302.54 375.77,302.57 C 374.85,302.65 373.92,302.84 373.06,303.07 C 372.22,303.28 371.37,303.43 370.51,303.49 C 368.8,303.61 367.08,303.28 365.34,302.92 L 365.16,303.75 C 366.89,304.15 368.7,304.56 370.57,304.47 C 371.5,304.44 372.41,304.29 373.3,304.09 C 374.17,303.89 375,303.74 375.86,303.68 C 377.46,303.57 379.01,303.74 380.43,304.4 C 381.54,304.99 382.64,305.61 383.72,306.26 C 384.25,306.58 385.82,307.56 386.09,307.73 C 388.98,309.58 392.52,312.09 395.74,313.68 C 395.78,313.7 395.82,313.72 395.86,313.74 C 397.48,314.53 399.21,315.18 401.02,315.55 C 401.47,315.64 401.93,315.7 402.39,315.77 L 402.75,315.8 C 403.08,315.78 403.41,315.77 403.74,315.75 C 410.61,315.42 417.48,314.91 424.32,314.16 C 431.6,313.37 438.94,312.42 446.18,311.08 C 446.09,310.17 446.01,309.46 446.01,309.44 Z
